DEC,HEX,Mode,Alpha Tag,Description,Tag
10620,297c,T,KX FD DISP,Fire: Dispatch,Fire Dispatch
10621,297d,T,KX FD TAC1,Fire: Tactical 1,Fire-Tac
10622,297e,T,KX FD TAC2,Fire: Tactical 2,Fire-Tac
10623,297f,T,KX FD TAC3,Fire: Tactical 3,Fire-Tac
10624,2980,T,KX FD TAC4,Fire: Tactical 4,Fire-Tac
10625,2981,T,KX FD TAC5,Fire: Tactical 5,Fire-Tac
10626,2982,T,KX FD TAC6,Fire: Tactical 6,Fire-Tac
10627,2983,T,KX FD TAC7,Fire: Tactical 7,Fire-Tac
10628,2984,T,KX FD TAC8,Fire: Tactical 8,Fire-Tac
10629,2985,T,KX FD TAC9,Fire: Tactical 9,Fire-Tac
10630,2986,T,KX FD TAC10,Fire: Tactical 10,Fire-Tac
10631,2987,T,KX FD TAC11,Fire: Tactical 11,Fire-Tac
10632,2988,TE,KX FD OPS,Fire: Special Operations,Fire-Tac
10633,2989,TE,KX FD ADMIN,Fire: Administration,Fire-Talk
10634,298a,T,KX-FD SAFETY,Fire: Safety,Fire-Tac
10635,298b,T,KX-FD TALK,Fire: Talk,Fire-Talk
10636,298c,T,KX FD ARSON,Fire: Arson,Fire-Tac
10646,2996,T,KX-FD DATA,Fire: Data,Fire-Tac
10647,2997,T,KX-FD SPARE 2,Fire: Spare 2 (Future Use),Fire-Tac
10648,2998,T,KX-FD SPARE 3,Fire: Spare 3 (Future Use),Fire-Tac
10649,2999,T,KX-FD SPARE 4,Fire: Spare 4 (Future Use),Fire-Tac
10637,298d,T,KX-FD EMS,Fire: EMS Division,EMS-Tac
10638,298e,T,KX-FD INSPECT,Fire: Inspections Division,Fire-Talk
10639,298f,T,KX-FD Maint,Fire: Maintenance Division,Fire-Talk
10640,2990,T,KX-FD LOGISTIC,Fire: Logistics Division,Fire-Talk
10641,2991,T,KX-FD PUB ED,Fire: Public Education Division,Fire-Talk
10642,2992,T,KX-FD RADIOSHOP,Fire: Radio Shop Division,Fire-Talk
10643,2993,T,KX-FD TRAIN1,Fire: Training 1,Fire-Talk
10644,2994,T,KX-FD TRAIN2,Fire: Training 2,Fire-Talk
10645,2995,T,KX-FD TRAIN3,Fire: Training 3,Fire-Talk
10705,29d1,T,KX-CI SPARE 3,Spare 3,Public Works
10706,29d2,T,KX-CI SPARE 4,Spare 4,Public Works
10707,29d3,T,KX-CI SPARE 5,Spare 5,Public Works
10708,29d4,T,KX-CI SPARE 6,Spare 6,Public Works
10709,29d5,T,KX-CI SPARE 7,Spare 7,Public Works
10700,29cc,T,KX-CI SERVIC A,Service (Ch. A),Public Works
10701,29cd,T,KX-CI SERVIC B,Service (Ch. B),Public Works
10702,29ce,T,KX-CI CODES,Codes Enforcement,Public Works
10740,29f4,T,KAT A Bus,Knoxville Area Transit: Bus Ops (Ch. A),Transportation
10741,29f5,T,KAT B Van,Knoxville Area Transit: Van Ops (Ch. B),Transportation
10742,29f6,T,KAT C,Knoxville Area Transit (Ch. C),Transportation
10743,29f7,T,KAT D,Knoxville Area Transit (Ch. D),Transportation
10744,29f8,T,KAT E,Knoxville Area Transit (Ch. E),Transportation
10745,29f9,T,KX-KT SPARE 1,Knoxville Area Transit: Spare 1,Transportation
10746,29fa,T,KX-KT SPARE 2,Knoxville Area Transit: Spare 2,Transportation
10747,29fb,T,KX-KT SPARE 3,Knoxville Area Transit: Spare 3,Transportation
10748,29fc,T,KX-KT SPARE 4,Knoxville Area Transit: Spare 4,Transportation
10749,29fd,T,KX-KT SPARE 5,Knoxville Area Transit: Spare 5,Transportation
10703,29cf,T,KX-CI TR ENG A,Transportation Engineering A,Public Works
10704,29d0,T,KX-CI TR ENG B,Transportation Engineering B,Public Works
10600,2968,TE,UT KX DISP,Police: Dispatch (Ch A),Law Dispatch
10601,2969,TE,UT KX B,Police: Ops (Ch B),Law Tac
10602,296a,TE,UT KX C,Police: Ops (Ch C),Law Tac
10603,296b,TE,UT KX ADMIN,Police: Admin,Law Tac
10604,296c,TE,UT KX OPS1,Police: Ops 1,Law Tac
10605,296d,TE,UT KX OPS 2,Police: Ops 2,Law Tac
10606,296e,T,KX-UT PD Interop,Police: Interoperability,Law Tac
10607,296f,T,KX-UT SPARE 2,Police: Spare 2 (Future Use),Law Tac
10608,2970,T,KX-UT SPARE 3,Police: Spare 3 (Future Use),Law Tac
10609,2971,T,KX-UT SPARE 4,Police: Spare 4 (Future Use),Law Tac
7501,1d4d,T,Loudon CountyNet,Countywide Net [LOUDON NET],Multi-Tac
7502,1d4e,TE,LoudnCo Sheriff,Sheriff: Dispatch,Law Dispatch
7541,1d75,TE,LoudnCo Shrf Det,Sheriff: Detectives Division,Law Talk
7513,1d59,TE,LoudnCo ShrfNarc,Sheriff: Narcotics Division,Law Talk
7542,1d76,Te,LoudnCo ShrfEvnt,Sheriff: Events,Law Tac
7512,1d58,Te,Loudon Co EMA,Emergency Management Agency,Emergency Ops
7522,1d62,Te,Greenback Fire,Greenback Fire (multicast of 460.575),Fire Dispatch
7523,1d63,De,LoudnCo FireResq,County Fire/Rescue,Fire Dispatch
7508,1d54,TE,LenCi Police,Lenoir City Police: Dispatch,Law Dispatch
7543,1d77,TE,LenCi PoliceTac,Lenoir City Police: Tactical,Law Tac
7546,1d7a,TE,LenCi PD Admin,Lenoir City Police: Administration,Law Talk
7547,1d7b,Te,LenCi PD Events,Lenoir City Police: Events,Law Tac
7520,1d60,Te,LenCi Fire Disp,Lenoir City Fire: Dispatch,Fire Dispatch
7557,1d85,Te,LenCi Fire Tac1,Lenoir City Fire: Tactical 1,Fire-Tac
7536,1d70,T,LCUB Dispatch,Lenoir City Utilities Board: County Dispatch,Utilities
7548,1d7c,T,LCUB Main,Lenoir City Utilities Board: Main,Utilities
7549,1d7d,T,LCUB Secondary,Lenoir City Utilities Board: Secondary,Utilities
7510,1d56,Te,LoudonCi Police,Loudon (city) Police: Dispatch,Law Dispatch
7524,1d64,Te,Tellico FireDisp,Tellico Village Fire,Fire Dispatch
7564,1d8c,Te,Tellico Firegrnd,Tellico Village Fireground 1,Fire-Tac
49192,c028,D,Marion Law Disp,Law: Dispatch,Law Dispatch
49193,c029,D,Marion Law Tac,Law: Tac,Law Tac
49202,c032,D,Marion Net,Net,Multi-Dispatch
49191,c027,D,Marion EMA,EMA,Emergency Ops
49199,c02f,D,Marion Disaster,Disaster 1,Emergency Ops
49197,c02d,D,Marion Fire Disp,Fire: Dispatch,Fire Dispatch
49198,c02e,D,Marion Fire Tac,Fire: Tac,Fire-Tac
49201,c031,D,Marion EMS,EMS,EMS Dispatch
49200,c030,D,Marion PubWorks,Public Works,Public Works
6001,1771,D,McMinn CountyNet,County Net,Multi-Tac
6002,1772,D,McMinn Sheriff,Sheriff: Dispatch,Law Dispatch
6003,1773,D,McMinn Shrf Tac1,Sheriff: Tac-1,Law Tac
6004,1774,D,McMinn Shrf Tac2,Sheriff: Tac-2,Law Tac
6005,1775,D,McMinn Shrf Tac3,Sheriff: Tac-3,Law Tac
6006,1776,D,McMinn Shrf Tac4,Sheriff: Tac-4,Law Tac
6007,1777,D,McMinn Shrf Peri,Sheriff: Perimeter Team,Law Tac
6013,177d,D,McMinn Fire Disp,Fire Dispatch (Countywide),Law Tac
6014,177e,D,McMinn Firegrnd1,Fireground 1 (Countywide),Fire-Tac
6015,177f,D,McMinn Firegrnd2,Fireground 2 (Countywide),Fire-Tac
6016,1780,D,McMinn Firegrnd3,Fireground 3 (Countywide),Fire-Tac
6017,1781,D,McMinn Firegrnd4,Fireground 4 (Countywide),Fire-Tac
6018,1782,D,McMinn HazMat,HazMat Operations,Fire-Tac
6019,1783,D,McMinn EMA Ops,EMA: Operations,Emergency Ops
6020,1784,D,McMinn EMA Tac-1,EMA: Tac-1,Emergency Ops
6021,1785,D,McMinn EMS Disp,EMS: Dispatch,EMS Dispatch
6008,1778,D,Athens Police,Athens Police: Dispatch,Law Dispatch
6009,1779,D,Athens PD Tac-1,Athens Police: Tac-1,Law Tac
6010,177a,D,Athens PD Tac-2,Athens Police: Tac-2,Law Tac
6011,177b,D,Athens PD Tac-3,Athens Police: Tac-3,Law Tac
6012,177c,D,Athens PD Tac-4,Athens Police: Tac-4,Law Tac
6027,178b,D,Athens Fire,Athens Fire: Dispatch,Fire Dispatch
6022,1786,D,Etowah/Englwd PD,Etowah Police: Dispatch (w/Englewood),Law Dispatch
6025,1789,D,Etowah Fire,Etowah Fire: Dispatch,Fire Dispatch
6031,178f,D,Niota/Calhoun PD,Niota/Calhoun Police: Dispatch,Law Dispatch
6501,1965,D,Meigs County Net,County Net,Interop
6502,1966,D,Meigs Fire/EMS,Fire/EMS: Dispatch,Fire Dispatch
6503,1967,D,Meigs EMS Admin,EMS: Admin,EMS-Tac
6504,1968,D,Meigs Firegrnd 1,Fireground 1 (Countywide),Fire-Tac
6505,1969,D,Meigs Firegrnd 2,Fireground 2 (Countywide),Fire-Tac
6506,196a,D,Meigs Fire Admin,Fire: Admin,Fire-Tac
6507,196b,D,Meigs Sheriff,Sheriff: Dispatch,Law Dispatch
6508,196c,D,Meigs Shrf Admin,Sheriff: Admin,Law Tac
6509,196d,D,Meigs Shrf Tac-1,Sheriff: Tac-1,Law Tac
6510,196e,D,Meigs Shrf Tac-2,Sheriff: Tac-2,Law Tac
6511,196f,D,Meigs Shrf Detct,Sheriff: Detectives,Law Tac
6512,1970,D,Decatur Police,Decatur Police: Dispatch,Law Dispatch
6513,1971,D,Decatur PD Tac-1,Decatur Police: Tac-1,Law Tac
6514,1972,D,Decatur PD Tac-2,Decatur Police: Tac-2,Law Tac
9504,2520,Te,Monroe Shrf Patr,Sheriff: Patrol/Dispatch,Law Dispatch
9505,2521,TE,Monroe Shrf Talk,Sheriff: Talk,Law Talk
9506,2522,T,Monroe ShrfAdmin,Sheriff: Administration,Law Talk
9510,2526,TE,Monroe Shrf SRT,Special Response Team,Law Tac
9509,2525,TE,Monr School SRO,School Resource Officers,Schools
9507,2523,T,Monroe Court,County Court,Corrections
9508,2524,T,Monroe Co Jail,Jail,Corrections
9501,251d,T,Monroe CountyNet,County Net,Multi-Dispatch
9502,251e,T,MonroeCo Event 1,Event 1,Law Talk
9503,251f,T,MonroeCo Event 2,Event 2,Law Talk
9530,253a,T,Monroe Incident1,Incident 1,Multi-Tac
9531,253b,T,Monroe Incident2,Incident 2,Multi-Tac
9532,253c,TE,Monroe Incident4,Incident 4,Multi-Tac
9533,253d,T,Monroe Co EMA,Emergency Management (EMA),Emergency Ops
9519,252f,T,Monroe Fire Main,Fire: Main (County Volunteers),Fire Dispatch
9520,2530,TE,Monroe Fire Talk,Fire: Talk,Fire-Talk
9521,2531,T,MonroeCo Rescue,Rescue Squad: Dispatch,Fire Dispatch
9522,2532,TE,Monroe RescueT/A,Rescue Squad: Talk-Around,Fire Dispatch
9529,2539,T,Monroe Fire Inc1,Fire: Incident 1,Fire-Tac
9523,2533,T,MonroeCoEMS Disp,EMS: Dispatch,EMS Dispatch
9524,2534,TE,MonroeCo EMS T/A,EMS: Talk-Around,EMS-Talk
9513,2529,T,Madisonville PD,Madisonville Police: Dispatch,Law Dispatch
9514,252a,TE,Madisnvl PD Talk,Madisonville Police: Talk,Law Talk
9525,2535,T,MadisonvilleFire,Madisonville Fire: Dispatch,Fire Dispatch
9526,2536,TE,Madsnvl FD Inc2,Madisonville Fire: Talk-Around,Fire-Talk
9515,252b,T,SweetwaterPolice,Sweetwater Police: Dispatch,Law Dispatch
9516,252c,TE,Sweetwtr PD Talk,Sweetwater Police: Talk,Law Talk
9527,2537,T,Sweetwater Fire,Sweetwater Fire: Main,Fire Dispatch
9528,2538,TE,Sweetwtr FD Talk,Sweetware Fire: Talk,Fire-Talk
9517,252d,T,Vonore Police,Vonore/Tellico Plains Police: Dispatch,Law Dispatch
9518,252e,TE,Vonore PD Talk,Vonore/Tellico Plains Police: Talk,Law Talk
9534,253e,T,MonroeCo Highway,Highway Department,Public Works
9535,253f,T,Monroe SolidWast,Solid Waste Department,Public Works
17400,43f8,Te,Clrksv PD Alpha,Police: Dispatch Alpha,Law Dispatch
17401,43f9,Te,Clrksv PD Bravo,Police: Dispatch Bravo,Law Dispatch
17402,43fa,Te,Clrksv PD Charli,Police: Dispatch Charlie,Law Dispatch
17403,43fb,Te,Clrksv PD NCIC,Police: NCIC Records,Law Talk
17406,43fe,Te,Clrksv PD Talk-1,Police: Talk-1,Law Talk
17407,43ff,TE,Clrksv PD Talk-2,Police: Talk-2,Law Talk
17408,4400,TE,Clrksv PD Talk-3,Police: Talk-3,Law Talk
17409,4401,Te,Clrksv PD Talk-A,Police: Talk-A,Law Talk
17415,4407,Te,Clrksv PD Talk-B,Police: Talk-B,Law Talk
17418,440a,Te,Clrksv PD Talk-C,Police: Talk-C,Law Talk
17421,440d,Te,Clrksv PD Talk-D,Police: Talk-D,Law Talk
17423,440f,Te,Clarksville Fire,Fire: Dispatch,Fire Dispatch
17424,4410,Te,Clrksv Fire Tac1,Fire: Tac-1,Fire-Tac
17430,4416,TE,Clrksv Fire Talk,Fire: Talk,Fire-Talk
17431,4417,TE,Clrksv FD Train1,Fire: Training 1,Fire-Talk
17432,4418,TE,Clrksv FD Tac-A,Fire: Tac-A,Fire-Tac
17433,4419,Te,Clrksv FD Tac-B,Fire: Tac-B,Fire-Tac
17434,441a,Te,Clrksv PD Event1,Police: Event 1,Law Tac
17444,4424,Te,Clrksv FD Tac-C,Fire: Tac-C,Fire-Tac
17445,4425,T,CTS Admin,Transit: Administrators,Transportation
17446,4426,T,CTS Buses,Transit System Buses (CTS),Transportation
17447,4427,T,CTS Transport,Transit System Transport Service (CTS),Transportation
17451,442b,Te,Clrksv FD Train2,Fire: Training 2,Fire-Talk
17462,4436,TE,APSU Police Tac,Austin Peay State University Police: Tac,Law Tac
17463,4437,Te,APSU Police,Austin Peay State University Police,Law Dispatch
49100,bfcc,T,Obion County Net,County Net (Statewide),Multi-Dispatch
49101,bfcd,T,Obion Sheriff,Sheriff: Dispatch,Law Dispatch
49102,bfce,TE,Obion Shrf Tac,Sheriff: Tac,Law Tac
49103,bfcf,TE,Obion Shrf C2C,Sheriff: Car-to-Car,Law Talk
49104,bfd0,T,UnionCity Police,Union City Police: Dispatch,Law Dispatch
49105,bfd1,TE,UnionCity PD Tac,Union City Police: Tac,Law Tac
49106,bfd2,TE,UnionCity PD C2c,Union City Police: Car-to-Car,Law Talk
49107,bfd3,T,Obion Co EMA,Emergency Management (EMA),Emergency Ops
49108,bfd4,TE,Obion Co Event 1,County Event 1,Multi-Tac
49109,bfd5,T,Obion Co Event 2,County Event 2,Multi-Tac
50751,c63f,T,CookevillePolice,Cookeville Police: Dispatch (Patched to DMR Conventional),Law Dispatch
50770,c652,D,Putnam Sheriff,Sheriff: Dispatch - Future (late 2024),Law Dispatch
7015,1b67,D,Rhea County Net,County Net,Multi-Tac
7016,1b68,D,Rhea SheriffDisp,Sheriff: Dispatch,Law Dispatch
7021,1b6d,D,Rhea Shrf Tac-1,Sheriff: Tac-1,Law Tac
7022,1b6e,D,Rhea Shrf Tac-2,Sheriff: Tac-2,Law Tac
7023,1b6f,D,Rhea Shrf Tac-3,Sheriff: Tac-3,Law Tac
7024,1b70,D,Rhea Shrf Tac-4,Sheriff: Tac-4,Law Tac
7032,1b78,DE,Rhea Shrf Tac 32,Sheriff: Tac,Law Tac
7017,1b69,DE,Rhea Shrf Dtctv,Sheriff: Detectives,Law Tac
7018,1b6a,D,Rhea Shrf PTO,Sheriff: Perimeter Team Ops,Law Tac
7031,1b77,DE,Rhea Shrf Jail,Jail: Operations,Corrections
7010,1b62,D,Rhea First Respn,County First Responder,Emergency Ops
7013,1b65,D,Rhea EMS Disp,EMS: Dispatch,EMS Dispatch
7014,1b66,D,Rhea Resq Admin,Rescue Admin,EMS-Tac
7012,1b64,D,Rhea Fire Disp,Fire: Dispatch (Countywide),Fire Dispatch
7003,1b5b,D,Rhea Fireground1,Fireground 1 (Countywide),Fire-Tac
7004,1b5c,D,Rhea Fireground2,Fireground 2 (Countywide),Fire-Tac
7005,1b5d,D,Rhea Fireground3,Fireground 3 (Countywide),Fire-Tac
7006,1b5e,D,Rhea Fireground4,Fireground 4 (Countywide),Fire-Tac
7011,1b63,D,Rhea Fire Admin,Fire: Admin (Countywide),Fire-Tac
7026,1b72,D,Rhea Schools,Schools,Schools
7009,1b61,D,SprngCity Police,Spring City Police: Dispatch,Law Dispatch
7027,1b73,D,Dayton Police,Dayton Police: Dispatch,Law Dispatch
7028,1b74,D,Dayton PD Tac-1,Dayton Police: Tac-1,Law Tac
7029,1b75,D,Dayton PD c2c,Dayton Police: Car-to-Car,Law Tac
7030,1b76,D,Dayton PD Invest,Dayton Police: Investigations,Law Tac
7002,1b5a,D,Dayton Fire Disp,Dayton Fire: Dispatch,Fire Dispatch
7001,1b59,D,Dayton FD Admin,Dayton Fire: Admin,Fire-Tac
7008,1b60,D,Grysv PD Admin,Graysville Police: Admin,Law Tac
7007,1b5f,D,Grysv Fire Admin,Graysville Fire: Admin,Fire-Tac
7020,1b6c,D,SprCity PD Admin,Spring City Police: Admin,Law Tac
7019,1b6b,D,SprCity Fire Adm,Spring City Fire: Admin,Fire-Tac
8001,1f41,T,ROC CW NET,Countywide Net,Multi-Tac
8020,1f54,Te,ROC SO DISP,Sheriff: Dispatch,Law Dispatch
8033,1f61,Te,ROC SO TAC,Sheriff: Tac [SO TAC],Law Tac
8031,1f5f,Te,ROC SO OPS,Sheriff: Operations,Law Tac
8030,1f5e,D,Roane Law MutAia,County Law Mutual Aid [LAW MUTUAL AID],Law Tac
8022,1f56,T,Roane Anim Cntrl,County Animal Control (Law Enforcement),Law Tac
8017,1f51,T,ROC KPS MA,Kingston Public Safety: Mutual Aid,Multi-Tac
8021,1f55,Te,ROC HRM PD1,Harriman Police: Dispatch,Law Dispatch
8036,1f64,Te,HPD TAC,Harriman Police: Tac [HPD TAC],Law Talk
8032,1f60,Te,King Police Tac,Kingston: Police Tac [KPD TAC],Law Tac
8024,1f58,Te,Rckwd Police Tac,Rockwood Police: Tac [RPD TAC],Law Tac
8040,1f68,T,Roane Co EMA,Roane County EMA,Emergency Ops
8003,1f43,T,ROC FD DISP,County Fire Dispatch,Fire Dispatch
8010,1f4a,T,ROC S-FG1,County Fireground 1: South,Fire-Tac
8011,1f4b,T,ROC W-FG1,County Fireground 1: West,Fire-Tac
8042,1f6a,T,Fire Ops South,Fire Ops: South County,Fire-Tac
8006,1f46,T,ROC FD OPS2,County Fire Operations 2,Fire-Tac
8007,1f47,T,Kngstn Firegrnd1,Kingston Fireground 1,Fire-Tac
8009,1f49,T,ROC E-FG1,County Fireground 1: East,Fire-Tac
8012,1f4c,T,ROC FD FG2,County Fireground 2,Fire-Tac
8013,1f4d,T,ROC Fireground 3,County Fireground 3,Fire-Tac
8014,1f4e,T,ROC Fireground 4,County Fireground 4,Fire-Tac
8039,1f67,T,West Roane Fire,West Roane County Fire,Fire Dispatch
8005,1f45,T,E Roane VFD FG1,East Roane County Volunteer Fireground 1,Fire-Tac
8041,1f69,T,E Roane Fire Ops,East Roane County Fire: Ops,Fire-Tac
8015,1f4f,T,ROC Fire Mut Aid,Fire: Mutual Aid Countywide,Fire-Tac
8059,1f7b,T,ROC EMS DISP,County EMS: Dispatch,EMS Dispatch
8049,1f71,T,ROC EMS OPS,County EMS: Ops,EMS-Tac
8019,1f53,Te,Roanae FirstResp,First Responders,Fire-Tac
8016,1f50,T,Harri FIreMutAid,Harriman Fire: Mutual AId,Fire-Tac
8018,1f52,T,Rockw FIreMutAid,Rockwood Fire: Mutual Aid,Fire-Tac
8061,1f7d,T,ROC HIGHWAY,County Highway Department,Public Works
8060,1f7c,T,ROC PW CODE,County Codes Enforcement,Public Works
8064,1f80,D,Roane School Bus,Roane County Schools Transportation Department,Schools
49802,c28a,Te,RobertsonSheriff,Sheriff: Dispatch,Law Dispatch
49801,c289,DE,Rob Law Common E,Law Common E (County),Law Tac
49803,c28b,DE,Rob Sheriff Narc,Sheriff: Narcotics,Law Tac
49804,c28c,DE,Rob Sheriff SWAT,Sheriff: SWAT,Law Tac
49822,c29e,D,Rob Gen Court,General Sessions Court,Corrections
49823,c29f,D,Rob CircuitCourt,Circuit Court,Corrections
49800,c288,D,Rob C/W Net,Countywide Net,Multi-Tac
49811,c293,D,Rob Incident 1,Incident 1 (County),Multi-Tac
49812,c294,D,Rob Incident 2,Incident 2 (County),Multi-Tac
49813,c295,D,Rob Incident 3,Incident 3 (County),Multi-Tac
49814,c296,D,Rob Incident 4,Incident 4 (County),Multi-Tac
49815,c297,D,Rob Incident 5,Incident 5 (County),Multi-Tac
49818,c29a,D,Rob Event 1,Event 1 (County),Multi-Tac
49819,c29b,D,Rob Event 2,Event 2 (County),Multi-Tac
49820,c29c,T,Rbrtsn FD/EMS PG,Fire/EMS: Paging,Fire Dispatch
49810,c292,D,Rob Fire,County Fire,Fire Dispatch
49816,c298,D,Rob EMS/EMA,County EMS/EMA,EMS Dispatch
49817,c299,D,Rob EMA Admin,County EMA: Admin,Emergency Ops
49821,c29d,D,Rob Highway Dept,County Highway Dept,Public Works
49836,c2ac,DE,Rob RTF E,County RTF (???),Multi-Tac
49807,c28f,DE,Spfld Police,Springfield Police: Dispatch,Law Dispatch
49808,c290,DE,Spfld PD SPEAR,Springfield Police Emergency Assistance and Rescue (SPEAR),Law Tac
49809,c291,DE,Spfld Police Tac,Springfield Police: Tac,Law Tac
49824,c2a0,D,Spfld Citywide,Springfield Citywide,Multi-Tac
49805,c28d,T,Springfield Fire,Springfield Fire: Dispatch,Fire Dispatch
49806,c28e,D,Spfld Fire Tac,Springfield Fire: Tac,Fire-Tac
49825,c2a1,D,Spfld ComDev,Springfield Community Development & Planning,Public Works
49826,c2a2,D,Spfld Cust Srvc,Springfield Customer Service,Public Works
49827,c2a3,D,Spfld Electric,Springfield Electric,Utilities
49828,c2a4,D,Spfld Gas,Springfield Gas,Utilities
49829,c2a5,D,Spfld Parks,Springfield Parks,Public Works
49830,c2a6,D,Spfld PublicWrks,Springfield Public Works,Public Works
49831,c2a7,D,Spfld Water,Springfield Water,Utilities
49832,c2a8,D,Spfld Utilities,Springfield Utilities,Utilities
49834,c2aa,DE,RC WH PD E,White House Police: Tac (?),Law Tac
47165,b83d,T,WHCVFD-TACN OPS,White House Fire: Ops,Fire Dispatch
49833,c2a9,T,White House Fire,White House Fire: Dispatch,Fire Dispatch
30399,76bf,D,75-RC-EMA 1,County EMA: Operations 1,Emergency Ops
30400,76c0,DE,75-RC-EMA 2,County EMA: Operations 2,Emergency Ops
48161,bc21,T,75-LPD-DISP-1,Police: Dispatch 1,Law Dispatch
48162,bc22,T,75-LPD-DISP-2,Police: Dispatch 2,Law Dispatch
48163,bc23,TE,75-LPD-3,Police: Channel 3,Law Tac
48164,bc24,TE,75-LPD-4,Police: Channel 4,Law Tac
48165,bc25,TE,75-LPD-5,Police: Channel 5,Law Tac
48166,bc26,TE,75-LPD-6,Police: Channel 6,Law Tac
48167,bc27,TE,75-LPD-7,Police: Channel 7,Law Tac
48168,bc28,T,75-LFD-DISP 1,Fire: Dispatch 1,Fire Dispatch
48169,bc29,TE,75-LFD-DISP 2,Fire: Dispatch 2,Fire-Tac
48170,bc2a,TE,75-LFD-3,Fire: Channel 3,Fire-Tac
48171,bc2b,TE,75-LFD-4,Fire: Channel 4,Fire-Tac
48172,bc2c,T,75-LFD-STAT 41,Fire: Station 41,Fire-Tac
48173,bc2d,T,75-LFD-STAT 42,Fire: Station 42,Fire-Tac
48174,bc2e,T,75-LFD-STAT 43,Fire: Station 43,Fire-Tac
48175,bc2f,T,75-LFD TRAIN,Fire: Training,Fire-Tac
48176,bc30,TE,75-L-EVENT 1,Fire: Event 1,Fire-Tac
48177,bc31,T,75-LFD-10,Fire: Channel 10,Fire-Tac
48178,bc32,T,75-LFD-11,Fire: Channel 11,Fire-Tac
48179,bc33,D,75-LFD-PATCH,Fire: Patch,Fire-Tac
30316,766c,D,75-SFD DISP,Fire: Dispatch,Fire Dispatch
30317,766d,D,75-SFD OPS,Fire: Operations,Fire-Tac
30318,766e,D,75-SFD T/A,Fire: Talkaround,Fire-Tac
30319,766f,D,75-SFD SCBA,Fire: SCBA,Fire-Tac
30320,7670,D,75-SFD HAZMAT,Fire: HazMat,Fire-Tac
30300,765c,DE,75-SPD DISP1,Police: Dispatch 1,Law Dispatch
30301,765d,DE,75-SPD DISP2,Police: Dispatch 2,Law Dispatch
30302,765e,DE,75-SPD TALK1,Police: Talk 1,Law Talk
30303,765f,DE,75-SPD TALK2,Police: Talk 2,Law Talk
30304,7660,DE,75-SPD TALK3,Police: Talk 3,Law Talk
30305,7661,DE,75-SPD WARRANTS,Police: Warrants,Law Tac
30306,7662,DE,75-SPD TAC,Police: Tactical,Law Tac
30307,7663,DE,75-SPD-COMMAND,Police: Command,Law Tac
30308,7664,DE,75-SPD-DETECTV,Police: Detective,Law Tac
30309,7665,DE,75-SPD-ADMIN,Police: Administration,Law Tac
30310,7666,DE,75-SPD-NARC 1,Police: Narcotics 1,Law Tac
30311,7667,DE,75-SPD-NARC 2,Police: Narcotics 2,Law Tac
30312,7668,DE,75-SPD SWAT,Police: SWAT,Law Tac
30313,7669,D,75-S-EVENT-1,Special Events 1,Multi-Tac
30314,766a,D,75-S-EVENT-2,Special Events 2,Multi-Tac
30315,766b,D,75-S-PATCH,Patch,Interop
30321,7671,D,75-SUTIL 1,Utilities: Primary,Utilities
30322,7672,D,75-SUTIL WTO,Utilities: Water Treatment Operations,Utilities
30323,7673,D,75-SUTIL WWTO,Utilities: Wastewater Treatment Operations,Utilities
30324,7674,D,75-SDPW MAINT,Public Works: Vehicle Maintenance,Public Works
30325,7675,D,75-SUTIL CODES,Utilities: Codes,Utilities
30326,7676,D,75-SUTIL WTP EM,Utilities: Water Treatment Plant Emergency,Utilities
30327,7677,D,75-S TECH SERV.,Technical Services,Public Works
30328,7678,D,75-SDPW BLDNG,Public Works: Building and Grounds,Public Works
30330,767a,D,75-S INFO SERV,Information Services,Public Works
30331,767b,D,75-S PARKS PRI,Parks: Primary,Public Works
30332,767c,D,75-S PARKS SEC,Parks: Secondary,Public Works
30333,767d,D,75-S TECH ASST,Technology Assistant,Public Works
30329,7679,D,75-SDPW ROAD,Public Works: Streets,Public Works
16050,3eb2,DE,MTSU-PD-1,Police: Dispatch (Ch 1),Law Dispatch
16052,3eb4,DE,MTSU-PD-TAC2,Police: Ops (Ch 2),Law Tac
16051,3eb3,D,MTSU-PD-RP,Police: Raider Patrol,Law Tac
16053,3eb5,D,MTSU-MURPHY,Police: Special Events,Law Tac
16054,3eb6,D,MTSU-E911,Campus Access to E-911,Emergency Ops
16057,3eb9,D,MTSU-Call,Campus Call Boxes,Security
16090,3eda,D,MTSU-Parking,Parking Enforcement,Law Tac
16071,3ec7,D,MTSU Maint 1,Facilities Maintenance 1,Schools
16080,3ed0,D,MTSU Maint 2,Facilities Maintenance 2,Schools
16095,3edf,D,MTSU Union,Student Unions,Schools
16072,3ec8,D,MTSU HVAC,HVAC Technicians,Schools
16081,3ed1,D,MTSU RecCtr,Student Recreation Center,Schools
16091,3edb,D,MTSU Shuttle,Shuttle Buses,Transportation
16087,3ed7,D,MTSU IUD,IUD (?),Schools
16088,3ed8,D,MTSU ITD Classrm,ITD Classroom (Information Technology Division),Schools
16089,3ed9,D,MTSU ITD DeskSup,ITD Desk Support (Information Technology Division),Schools
48000,bb80,D,SevierCounty Net,Countywide Net,Interop
48001,bb81,D,PF Police Disp,Pigeon Forge Police: Dispatch,Law Dispatch
48002,bb82,De,PF Police Tac-1,Pigeon Forge Police: Tac-1,Law Tac
