Group,DEC,HEX,Mode,Alpha Tag,Description,Tag
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8030,1f5e,D,Roane Law MutAia,County Law Mutual Aid [LAW MUTUAL AID],Law Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8022,1f56,T,Roane Anim Cntrl,County Animal Control (Law Enforcement),Law Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8017,1f51,T,ROC KPS MA,Kingston Public Safety: Mutual Aid,Multi-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8021,1f55,Te,ROC HRM PD1,Harriman Police: Dispatch,Law Dispatch
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8036,1f64,Te,HPD TAC,Harriman Police: Tac [HPD TAC],Law Talk
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8032,1f60,Te,King Police Tac,Kingston: Police Tac [KPD TAC],Law Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8024,1f58,Te,Rckwd Police Tac,Rockwood Police: Tac [RPD TAC],Law Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8040,1f68,T,Roane Co EMA,Roane County EMA,Emergency Ops
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8003,1f43,T,ROC FD DISP,County Fire Dispatch,Fire Dispatch
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8010,1f4a,T,ROC S-FG1,County Fireground 1: South,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8011,1f4b,T,ROC W-FG1,County Fireground 1: West,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8042,1f6a,T,Fire Ops South,Fire Ops: South County,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8006,1f46,T,ROC FD OPS2,County Fire Operations 2,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8007,1f47,T,Kngstn Firegrnd1,Kingston Fireground 1,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8009,1f49,T,ROC E-FG1,County Fireground 1: East,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8012,1f4c,T,ROC FD FG2,County Fireground 2,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8013,1f4d,T,ROC Fireground 3,County Fireground 3,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8014,1f4e,T,ROC Fireground 4,County Fireground 4,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8039,1f67,T,West Roane Fire,West Roane County Fire,Fire Dispatch
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8005,1f45,T,E Roane VFD FG1,East Roane County Volunteer Fireground 1,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8041,1f69,T,E Roane Fire Ops,East Roane County Fire: Ops,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8015,1f4f,T,ROC Fire Mut Aid,Fire: Mutual Aid Countywide,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8059,1f7b,T,ROC EMS DISP,County EMS: Dispatch,EMS Dispatch
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8049,1f71,T,ROC EMS OPS,County EMS: Ops,EMS-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8019,1f53,Te,Roanae FirstResp,First Responders,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8016,1f50,T,Harri FIreMutAid,Harriman Fire: Mutual AId,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8018,1f52,T,Rockw FIreMutAid,Rockwood Fire: Mutual Aid,Fire-Tac
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8061,1f7d,T,ROC HIGHWAY,County Highway Department,Public Works
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8060,1f7c,T,ROC PW CODE,County Codes Enforcement,Public Works
Roane County Sheriff and Harriman Police are planning to transition to TDMA. Law Enforcement talkgroups are encryption-capable.,8064,1f80,D,Roane School Bus,Roane County Schools Transportation Department,Schools
"49820 - Departments heard: White House, Greenbrier",49802,c28a,Te,RobertsonSheriff,Sheriff: Dispatch,Law Dispatch
"49820 - Departments heard: White House, Greenbrier",49801,c289,DE,Rob Law Common E,Law Common E (County),Law Tac
"49820 - Departments heard: White House, Greenbrier",49803,c28b,DE,Rob Sheriff Narc,Sheriff: Narcotics,Law Tac
"49820 - Departments heard: White House, Greenbrier",49804,c28c,DE,Rob Sheriff SWAT,Sheriff: SWAT,Law Tac
"49820 - Departments heard: White House, Greenbrier",49822,c29e,D,Rob Gen Court,General Sessions Court,Corrections
"49820 - Departments heard: White House, Greenbrier",49823,c29f,D,Rob CircuitCourt,Circuit Court,Corrections
"49820 - Departments heard: White House, Greenbrier",49800,c288,D,Rob C/W Net,Countywide Net,Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49811,c293,D,Rob Incident 1,Incident 1 (County),Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49812,c294,D,Rob Incident 2,Incident 2 (County),Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49813,c295,D,Rob Incident 3,Incident 3 (County),Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49814,c296,D,Rob Incident 4,Incident 4 (County),Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49815,c297,D,Rob Incident 5,Incident 5 (County),Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49818,c29a,D,Rob Event 1,Event 1 (County),Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49819,c29b,D,Rob Event 2,Event 2 (County),Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49820,c29c,T,Rbrtsn FD/EMS PG,Fire/EMS: Paging,Fire Dispatch
"49820 - Departments heard: White House, Greenbrier",49810,c292,D,Rob Fire,County Fire,Fire Dispatch
"49820 - Departments heard: White House, Greenbrier",49816,c298,D,Rob EMS/EMA,County EMS/EMA,EMS Dispatch
"49820 - Departments heard: White House, Greenbrier",49817,c299,D,Rob EMA Admin,County EMA: Admin,Emergency Ops
"49820 - Departments heard: White House, Greenbrier",49821,c29d,D,Rob Highway Dept,County Highway Dept,Public Works
"49820 - Departments heard: White House, Greenbrier",49836,c2ac,DE,Rob RTF E,County RTF (???),Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49807,c28f,DE,Spfld Police,Springfield Police: Dispatch,Law Dispatch
"49820 - Departments heard: White House, Greenbrier",49808,c290,DE,Spfld PD SPEAR,Springfield Police Emergency Assistance and Rescue (SPEAR),Law Tac
"49820 - Departments heard: White House, Greenbrier",49809,c291,DE,Spfld Police Tac,Springfield Police: Tac,Law Tac
"49820 - Departments heard: White House, Greenbrier",49824,c2a0,D,Spfld Citywide,Springfield Citywide,Multi-Tac
"49820 - Departments heard: White House, Greenbrier",49805,c28d,T,Springfield Fire,Springfield Fire: Dispatch,Fire Dispatch
"49820 - Departments heard: White House, Greenbrier",49806,c28e,D,Spfld Fire Tac,Springfield Fire: Tac,Fire-Tac
"49820 - Departments heard: White House, Greenbrier",49825,c2a1,D,Spfld ComDev,Springfield Community Development & Planning,Public Works
"49820 - Departments heard: White House, Greenbrier",49826,c2a2,D,Spfld Cust Srvc,Springfield Customer Service,Public Works
"49820 - Departments heard: White House, Greenbrier",49827,c2a3,D,Spfld Electric,Springfield Electric,Utilities
"49820 - Departments heard: White House, Greenbrier",49828,c2a4,D,Spfld Gas,Springfield Gas,Utilities
"49820 - Departments heard: White House, Greenbrier",49829,c2a5,D,Spfld Parks,Springfield Parks,Public Works
"49820 - Departments heard: White House, Greenbrier",49830,c2a6,D,Spfld PublicWrks,Springfield Public Works,Public Works
"49820 - Departments heard: White House, Greenbrier",49831,c2a7,D,Spfld Water,Springfield Water,Utilities
"49820 - Departments heard: White House, Greenbrier",49832,c2a8,D,Spfld Utilities,Springfield Utilities,Utilities
"49820 - Departments heard: White House, Greenbrier",49834,c2aa,DE,RC WH PD E,White House Police: Tac (?),Law Tac
"49820 - Departments heard: White House, Greenbrier",47165,b83d,T,WHCVFD-TACN OPS,White House Fire: Ops,Fire Dispatch
"49820 - Departments heard: White House, Greenbrier",49833,c2a9,T,White House Fire,White House Fire: Dispatch,Fire Dispatch
Note: Murfreesboro utilizes the Middle Tennessee Regional Trunked System,30399,76bf,D,75-RC-EMA 1,County EMA: Operations 1,Emergency Ops
Note: Murfreesboro utilizes the Middle Tennessee Regional Trunked System,30400,76c0,DE,75-RC-EMA 2,County EMA: Operations 2,Emergency Ops
Rutherford Co-LaVergne,48161,bc21,T,75-LPD-DISP-1,Police: Dispatch 1,Law Dispatch
Rutherford Co-LaVergne,48162,bc22,T,75-LPD-DISP-2,Police: Dispatch 2,Law Dispatch
Rutherford Co-LaVergne,48163,bc23,TE,75-LPD-3,Police: Channel 3,Law Tac
Rutherford Co-LaVergne,48164,bc24,TE,75-LPD-4,Police: Channel 4,Law Tac
Rutherford Co-LaVergne,48165,bc25,TE,75-LPD-5,Police: Channel 5,Law Tac
Rutherford Co-LaVergne,48166,bc26,TE,75-LPD-6,Police: Channel 6,Law Tac
Rutherford Co-LaVergne,48167,bc27,TE,75-LPD-7,Police: Channel 7,Law Tac
Rutherford Co-LaVergne,48168,bc28,T,75-LFD-DISP 1,Fire: Dispatch 1,Fire Dispatch
Rutherford Co-LaVergne,48169,bc29,TE,75-LFD-DISP 2,Fire: Dispatch 2,Fire-Tac
Rutherford Co-LaVergne,48170,bc2a,TE,75-LFD-3,Fire: Channel 3,Fire-Tac
Rutherford Co-LaVergne,48171,bc2b,TE,75-LFD-4,Fire: Channel 4,Fire-Tac
Rutherford Co-LaVergne,48172,bc2c,T,75-LFD-STAT 41,Fire: Station 41,Fire-Tac
Rutherford Co-LaVergne,48173,bc2d,T,75-LFD-STAT 42,Fire: Station 42,Fire-Tac
Rutherford Co-LaVergne,48174,bc2e,T,75-LFD-STAT 43,Fire: Station 43,Fire-Tac
Rutherford Co-LaVergne,48175,bc2f,T,75-LFD TRAIN,Fire: Training,Fire-Tac
Rutherford Co-LaVergne,48176,bc30,TE,75-L-EVENT 1,Fire: Event 1,Fire-Tac
Rutherford Co-LaVergne,48177,bc31,T,75-LFD-10,Fire: Channel 10,Fire-Tac
Rutherford Co-LaVergne,48178,bc32,T,75-LFD-11,Fire: Channel 11,Fire-Tac
Rutherford Co-LaVergne,48179,bc33,D,75-LFD-PATCH,Fire: Patch,Fire-Tac
Rutherford Co-Smyrna Fire,30316,766c,D,75-SFD DISP,Fire: Dispatch,Fire Dispatch
Rutherford Co-Smyrna Fire,30317,766d,D,75-SFD OPS,Fire: Operations,Fire-Tac
Rutherford Co-Smyrna Fire,30318,766e,D,75-SFD T/A,Fire: Talkaround,Fire-Tac
Rutherford Co-Smyrna Fire,30319,766f,D,75-SFD SCBA,Fire: SCBA,Fire-Tac
Rutherford Co-Smyrna Fire,30320,7670,D,75-SFD HAZMAT,Fire: HazMat,Fire-Tac
Law went to full encryption (12/8/25),30300,765c,DE,75-SPD DISP1,Police: Dispatch 1,Law Dispatch
Law went to full encryption (12/8/25),30301,765d,DE,75-SPD DISP2,Police: Dispatch 2,Law Dispatch
Law went to full encryption (12/8/25),30302,765e,DE,75-SPD TALK1,Police: Talk 1,Law Talk
Law went to full encryption (12/8/25),30303,765f,DE,75-SPD TALK2,Police: Talk 2,Law Talk
Law went to full encryption (12/8/25),30304,7660,DE,75-SPD TALK3,Police: Talk 3,Law Talk
Law went to full encryption (12/8/25),30305,7661,DE,75-SPD WARRANTS,Police: Warrants,Law Tac
Law went to full encryption (12/8/25),30306,7662,DE,75-SPD TAC,Police: Tactical,Law Tac
Law went to full encryption (12/8/25),30307,7663,DE,75-SPD-COMMAND,Police: Command,Law Tac
Law went to full encryption (12/8/25),30308,7664,DE,75-SPD-DETECTV,Police: Detective,Law Tac
Law went to full encryption (12/8/25),30309,7665,DE,75-SPD-ADMIN,Police: Administration,Law Tac
Law went to full encryption (12/8/25),30310,7666,DE,75-SPD-NARC 1,Police: Narcotics 1,Law Tac
Law went to full encryption (12/8/25),30311,7667,DE,75-SPD-NARC 2,Police: Narcotics 2,Law Tac
Law went to full encryption (12/8/25),30312,7668,DE,75-SPD SWAT,Police: SWAT,Law Tac
Law went to full encryption (12/8/25),30313,7669,D,75-S-EVENT-1,Special Events 1,Multi-Tac
Law went to full encryption (12/8/25),30314,766a,D,75-S-EVENT-2,Special Events 2,Multi-Tac
Law went to full encryption (12/8/25),30315,766b,D,75-S-PATCH,Patch,Interop
Rutherford Co-Smyrna Public Services,30321,7671,D,75-SUTIL 1,Utilities: Primary,Utilities
Rutherford Co-Smyrna Public Services,30322,7672,D,75-SUTIL WTO,Utilities: Water Treatment Operations,Utilities
Rutherford Co-Smyrna Public Services,30323,7673,D,75-SUTIL WWTO,Utilities: Wastewater Treatment Operations,Utilities
Rutherford Co-Smyrna Public Services,30324,7674,D,75-SDPW MAINT,Public Works: Vehicle Maintenance,Public Works
Rutherford Co-Smyrna Public Services,30325,7675,D,75-SUTIL CODES,Utilities: Codes,Utilities
Rutherford Co-Smyrna Public Services,30326,7676,D,75-SUTIL WTP EM,Utilities: Water Treatment Plant Emergency,Utilities
Rutherford Co-Smyrna Public Services,30327,7677,D,75-S TECH SERV.,Technical Services,Public Works
Rutherford Co-Smyrna Public Services,30328,7678,D,75-SDPW BLDNG,Public Works: Building and Grounds,Public Works
Rutherford Co-Smyrna Public Services,30330,767a,D,75-S INFO SERV,Information Services,Public Works
Rutherford Co-Smyrna Public Services,30331,767b,D,75-S PARKS PRI,Parks: Primary,Public Works
Rutherford Co-Smyrna Public Services,30332,767c,D,75-S PARKS SEC,Parks: Secondary,Public Works
Rutherford Co-Smyrna Public Services,30333,767d,D,75-S TECH ASST,Technology Assistant,Public Works
Rutherford Co-Smyrna Public Services,30329,7679,D,75-SDPW ROAD,Public Works: Streets,Public Works
Middle Tennessee State University (Rutherford Co) (*),16050,3eb2,DE,MTSU-PD-1,Police: Dispatch (Ch 1),Law Dispatch
Middle Tennessee State University (Rutherford Co) (*),16052,3eb4,DE,MTSU-PD-TAC2,Police: Ops (Ch 2),Law Tac
Middle Tennessee State University (Rutherford Co) (*),16051,3eb3,D,MTSU-PD-RP,Police: Raider Patrol,Law Tac
Middle Tennessee State University (Rutherford Co) (*),16053,3eb5,D,MTSU-MURPHY,Police: Special Events,Law Tac
Middle Tennessee State University (Rutherford Co) (*),16054,3eb6,D,MTSU-E911,Campus Access to E-911,Emergency Ops
Middle Tennessee State University (Rutherford Co) (*),16057,3eb9,D,MTSU-Call,Campus Call Boxes,Security
Middle Tennessee State University (Rutherford Co) (*),16090,3eda,D,MTSU-Parking,Parking Enforcement,Law Tac
Middle Tennessee State University (Rutherford Co) (*),16071,3ec7,D,MTSU Maint 1,Facilities Maintenance 1,Schools
Middle Tennessee State University (Rutherford Co) (*),16080,3ed0,D,MTSU Maint 2,Facilities Maintenance 2,Schools
Middle Tennessee State University (Rutherford Co) (*),16095,3edf,D,MTSU Union,Student Unions,Schools
Middle Tennessee State University (Rutherford Co) (*),16072,3ec8,D,MTSU HVAC,HVAC Technicians,Schools
Middle Tennessee State University (Rutherford Co) (*),16081,3ed1,D,MTSU RecCtr,Student Recreation Center,Schools
Middle Tennessee State University (Rutherford Co) (*),16091,3edb,D,MTSU Shuttle,Shuttle Buses,Transportation
Middle Tennessee State University (Rutherford Co) (*),16087,3ed7,D,MTSU IUD,IUD (?),Schools
Middle Tennessee State University (Rutherford Co) (*),16088,3ed8,D,MTSU ITD Classrm,ITD Classroom (Information Technology Division),Schools
Middle Tennessee State University (Rutherford Co) (*),16089,3ed9,D,MTSU ITD DeskSup,ITD Desk Support (Information Technology Division),Schools
See Sevier County Database page,48000,bb80,D,SevierCounty Net,Countywide Net,Interop
See Sevier County Database page,48001,bb81,D,PF Police Disp,Pigeon Forge Police: Dispatch,Law Dispatch
See Sevier County Database page,48002,bb82,De,PF Police Tac-1,Pigeon Forge Police: Tac-1,Law Tac
See Sevier County Database page,48003,bb83,De,PF Police Tac-2,Pigeon Forge Police: Tac-2/Events,Law Tac
See Sevier County Database page,48009,bb89,T,PF Fire Paging,Pigeon Forge Fire: Paging,Fire Dispatch
See Sevier County Database page,48010,bb8a,T,PF Fire Response,Pigeon Forge Fire: Response/Dispatch,Fire Dispatch
See Sevier County Database page,48015,bb8f,T,PF Trolley Dept,Pigeon Forge Trolley Department 1?,Transportation
See Sevier County Database page,48016,bb90,T,PF TrolleyDept 2,Pigeon Forge Trolley Department 2,Transportation
See Sevier County Database page,48026,bb9a,T,SevierCounty EMA,County EMA,Emergency Ops
TN - Sullivan County (163) - Public Safety,30000,7530,DE,SLVN SO DSP1,Sheriff: Dispatch 1,Law Dispatch
TN - Sullivan County (163) - Public Safety,30001,7531,DE,SLVN SO DSP2,Sheriff: Dispatch 2,Law Dispatch
TN - Sullivan County (163) - Public Safety,30002,7532,DE,SLVN SO DSP3,Sheriff: Dispatch 3,Law Tac
TN - Sullivan County (163) - Public Safety,30003,7533,DE,SLVN SO TAC1,Sheriff: Tac-1,Law Tac
TN - Sullivan County (163) - Public Safety,30004,7534,DE,SLVN SO TAC2,Sheriff: Tac-2,Law Tac
TN - Sullivan County (163) - Public Safety,30005,7535,DE,SLVN SO CSBL,Sheriff: Court Services - Blountville,Law Tac
TN - Sullivan County (163) - Public Safety,30006,7536,DE,SLVN SO CSBR,Sheriff: Court Services - Bristol,Law Tac
TN - Sullivan County (163) - Public Safety,30007,7537,DE,SLVN SO CSKP,Sheriff: Court Services - Kingsport,Law Tac
TN - Sullivan County (163) - Public Safety,30008,7538,DE,SLVN JAIL,Jail Operations,Corrections
TN - Sullivan County (163) - Public Safety,30009,7539,DE,SLVN JAIL 2,Jail Operations 2,Corrections
TN - Sullivan County (163) - Public Safety,30010,753a,DE,SLVN SO EVNT1,Sheriff: Events 1,Law Tac
TN - Sullivan County (163) - Public Safety,30013,753d,DE,SLVN EMS,EMS: Dispatch,EMS Dispatch
TN - Sullivan County (163) - Public Safety,30014,753e,DE,SLVN EMS 2,EMS 2,EMS-Tac
TN - Sullivan County (163) - Public Safety,30017,7541,DE,SLVN EMS SAR,Search and Rescue 1,EMS-Tac
TN - Sullivan County (163) - Public Safety,30020,7544,D,SLVN AIRMED,EMS: Air Med,EMS-Tac
TN - Sullivan County (163) - Public Safety,30023,7547,DE,SLVN EMS ADM,EMS: Administration,EMS-Talk
TN - Sullivan County (163) - Public Safety,30025,7549,DE,SLVN EMSHVMC,EMS: Encode - Holston Valley Medical Center,Hospital
TN - Sullivan County (163) - Public Safety,30026,754a,DE,SLVN EMS IPH,EMS: Encode - Indian Path Hospital,Hospital
TN - Sullivan County (163) - Public Safety,30027,754b,DE,SLVN EMSBRMC,EMS: Encode - Bristol Regional Medical Center,Hospital
TN - Sullivan County (163) - Public Safety,30028,754c,DE,SLVN EMSJCMC,EMS: Encode - Johnson City Medical Center,Hospital
TN - Sullivan County (163) - Public Safety,30029,754d,DE,SLVN EMS SSH,EMS: Encode - Sycamore Shoals Hospital,Hospital
TN - Sullivan County (163) - Public Safety,30030,754e,DE,SLVN EMS FWH,EMS: Encode - Franklin Woods Community Hospital,Hospital
TN - Sullivan County (163) - Public Safety,30031,754f,DE,SLVN EMS JMH,EMS: Encode - Johnston Memorial Hospital,Hospital
TN - Sullivan County (163) - Public Safety,30032,7550,DE,SLVN EMSJCVA,EMS: Encode - Johnson City Veterans Hospital,Hospital
TN - Sullivan County (163) - Public Safety,30042,755a,De,SLVN HDCMD,Health Department: Command,EMS-Tac
TN - Sullivan County (163) - Public Safety,30043,755b,DE,SLVN HDOPS1,Health Department: Ops 1,EMS-Tac
TN - Sullivan County (163) - Public Safety,30044,755c,DE,SLVN HDOPS2,Health Department: Ops 2,EMS-Tac
TN - Sullivan County (163) - Public Safety,30045,755d,D,SLVN RAD 1,Sullivan County - RAD 1,Public Works
TN - Sullivan County (163) - Public Safety,30049,7561,D,SLVN 911OPS,911 Operations,Emergency Ops
TN - Sullivan County (163) - Public Safety,30050,7562,D,SLVN CORNER,Corner Operations,Public Works
TN - Sullivan County (163) - Public Safety,30052,7564,D,SLVN RCOPS1,Sullivan County RC: Ops 1 (?),Public Works
TN - Sullivan County (163) - Public Safety,30054,7566,DE,SLVN VFD UP,Sullivan County Fire: Dispatch Upper Region,Fire Dispatch
TN - Sullivan County (163) - Public Safety,30055,7567,D,AVOCA VFD,Avoca Fire: Ops,Fire-Tac
TN - Sullivan County (163) - Public Safety,30056,7568,DE,BLUFFCITYVFD,Bluff City Fire: Ops,Fire-Tac
TN - Sullivan County (163) - Public Safety,30057,7569,DE,SULVEASTVFD,Sullivan East Fire: Ops,Fire-Tac
TN - Sullivan County (163) - Public Safety,30058,756a,DE,421 VFD,421 Fire: Ops,Fire-Tac
TN - Sullivan County (163) - Public Safety,30059,756b,DE,HTREE VFD,Hickory Tree Vol Fire: Ops,Fire-Tac
TN - Sullivan County (163) - Public Safety,30060,756c,DE,PFLATS VFD,Piney Flats Fire: Ops,Fire-Tac
TN - Sullivan County (163) - Public Safety,30061,756d,D,SLVN CO VFD,Sullivan County Fire Ops (Blountville),Fire-Tac
TN - Sullivan County (163) - Public Safety,30062,756e,D,SLVNCO VFDS1,County Fire Scene 1,Fire-Tac
TN - Sullivan County (163) - Public Safety,30063,756f,DE,SLVNCO VFDS2,County Fire Scene 2,Fire-Tac
TN - Sullivan County (163) - Public Safety,30066,7572,DE,SLVN VFD LOW,Sullivan County Fire Dispatch Lower Region,Fire Dispatch
TN - Sullivan County (163) - Public Safety,30067,7573,D,BLOMDALE VFD,Bloomingdale Fire: Ops,Fire-Tac
TN - Sullivan County (163) - Public Safety,30068,7574,D,SLVN WESTVFD,Sullivan West Fire: Ops,Fire-Tac
TN - Sullivan County (163) - Public Safety,30069,7575,D,WPATH VFD,Warriors Path Fire: Ops,Fire-Tac
TN - Sullivan County (163) - Public Safety,30071,7577,D,SC MAC 1,County Mutual Aid 1,Interop
TN - Sullivan County (163) - Public Safety,30072,7578,D,SC MAC 2,County Mutual Aid 2,Interop
TN - Sullivan County (163) - Public Safety,30086,7586,D,SC MAC ALL,County Mutual Aid All,Interop
TN - Sullivan County (163) - Public Safety,30087,7587,D,SLVN SCHL1,Schools 1,Schools
TN - Sullivan County (163) - Public Safety,30088,7588,D,SLVN SCHL2,Schools 2,Schools
TN - Sullivan County (163) - Public Safety,30089,7589,D,SLVN NSTCC,Northeast State Tech Comm College,Schools
TN - Sullivan County (163) - Public Safety,30090,758a,DE,BCPD 1,Bluff City Police,Law Dispatch
TN - Sullivan County (163) - Public Safety,30091,758b,DE,BCPD 2,Bluff City Police 2,Law Tac
TN - Sullivan County (163) - Public Safety,30092,758c,DE,TCAA PS 1,Tri-Cities Airport Authority Public Safety 1,Multi-Dispatch
TN - Sullivan County (163) - Public Safety,30093,758d,D,TCAA PS 2,Tri-Cities Airport Authority Public Safety 2,Multi-Dispatch
TN - Sullivan County (163) - Public Safety,30094,758e,DE,TCAA MAIN,Tri-Cities Airport Authority Main,Multi-Dispatch
TN - Sullivan County (163) - Public Safety,30095,758f,DE,TCAA SUPV,Tri-Cities Airport Authority Supervisors,Multi-Dispatch
TN - Sullivan County (163) - Public Safety,30096,7590,D,TCAA EMERG,Tri-Cities Airport Authority Emergency,Emergency Ops
TN - Sullivan County (163) - Public Safety,30097,7591,DE,SLVN CW SWAT,Countywide SWAT,Law Tac
TN - Sullivan County (163) - Public Safety,30098,7592,DE,SLVN DTF 1,DTF Ops 1,Law Tac
TN - Sullivan County (163) - Public Safety,30101,7595,D,SLVN CW,Countywide Dispatch,Multi-Dispatch
TN - Sullivan County (163) - Public Safety,30102,7596,D,SLVN SULLNET,Sullivan County Countywide SULLNET,Interop
TN - Sullivan County (163) - Bristol (*),30200,75f8,DE,BPD TN PTL 1,Police: Patrol 1,Law Dispatch
TN - Sullivan County (163) - Bristol (*),30201,75f9,D,BPD TN PTL 2,Police: Patrol 2-Supervisors,Law Tac
TN - Sullivan County (163) - Bristol (*),30202,75fa,D,BPD TN PTL 3,Police: Patrol 3,Law Tac
TN - Sullivan County (163) - Bristol (*),30203,75fb,DE,BPD TN TAC1,Police: Tac-1,Law Tac
TN - Sullivan County (163) - Bristol (*),30204,75fc,DE,BPD TN TAC2,Police: Tac-2 Race Command BMS Events,Law Tac
TN - Sullivan County (163) - Bristol (*),30205,75fd,D,BPD TN TAC3,Police: Tac-3,Law Tac
TN - Sullivan County (163) - Bristol (*),30206,75fe,D,BPD TN TAC4,Police: Tac-4,Law Tac
TN - Sullivan County (163) - Bristol (*),30207,75ff,DE,BPD TN CID,Police: CID (Criminal Investigation Department),Law Tac
TN - Sullivan County (163) - Bristol (*),30208,7600,DE,BPD TN SCU,Police: Street Crimes Unit,Law Tac
TN - Sullivan County (163) - Bristol (*),30209,7601,DE,BPD TN SWAT,Police: SWAT,Law Tac
TN - Sullivan County (163) - Bristol (*),30210,7602,DE,BPD TN AC,Animal Control,Law Tac
TN - Sullivan County (163) - Bristol (*),30214,7606,DE,BFD TN DISP,Fire: Command 1 Dispatch,Fire Dispatch
TN - Sullivan County (163) - Bristol (*),30215,7607,DE,BFD TN COMM2,Fire: Command 2,Fire-Tac
TN - Sullivan County (163) - Bristol (*),30216,7608,D,BFD TN COMM3,Fire: Command 3,Fire-Tac
TN - Sullivan County (163) - Bristol (*),30217,7609,D,BFD TN COMM4,Fire: Command 4 Race Ops,Fire-Tac
TN - Sullivan County (163) - Bristol (*),30223,760f,D,BRSTL TN PW,Public Works,Public Works
TN - Sullivan County (163) - Bristol (*),30224,7610,D,BRSTL TN UTL,Utilities,Utilities
TN - Sullivan County (163) - Bristol (*),30229,7615,D,BRSTL TN PR,Parks and Rec,Public Works
TN - Sullivan County (163) - Kingsport (*),30151,75c7,DE,KNGPT PD 1,Police: Dispatch,Law Dispatch
TN - Sullivan County (163) - Kingsport (*),30152,75c8,DE,KNGPT PD 2,Police: Secondary,Law Tac
TN - Sullivan County (163) - Kingsport (*),30153,75c9,DE,KNGPT PD 3,Police: Tertiary,Law Tac
TN - Sullivan County (163) - Kingsport (*),30154,75ca,DE,KNGPT PD CID,Police: CID (Criminal Investigation Department),Law Tac
TN - Sullivan County (163) - Kingsport (*),30155,75cb,DE,KNGPT PD SRO,Police: SRO,Law Tac
TN - Sullivan County (163) - Kingsport (*),30156,75cc,D,KNGPT PD SPO,Police: Special Ops,Law Tac
